page_titles,product_titles,product_ratings,product_prices,avg_product_price,url,scraped_date
The 8 Best Reclining Loveseats of 2022,Best Fabric: Wayfair Doug Rolled Arm Reclining Loveseat,4.8,"[{'retailer': 'Wayfair', 'price': '$1,570'}]",1570.0,https://www.thespruce.com/best-reclining-loveseats-4149992,2021-12-27
The 8 Best Reclining Loveseats of 2022,Best Modern: HomCom Modern 2 Seater Manual Reclining Loveseat,,"[{'retailer': 'Amazon', 'price': nan}]",,https://www.thespruce.com/best-reclining-loveseats-4149992,2021-12-27
The 8 Best Reclining Loveseats of 2022,Best with Center Console: Red Barrel Studio Fleuridor 78'' Reclining Loveseat,,"[{'retailer': 'Wayfair', 'price': '$1,290'}]",1290.0,https://www.thespruce.com/best-reclining-loveseats-4149992,2021-12-27
The 8 Best Refrigerators of 2022,Best Door-in-Door: GE Profile PVD28BYNFS 27.9 Cu. Ft. Smart 4-Door French Door Refrigerator with Door-in-Door,,"[{'retailer': 'Walmart', 'price': '$3,275'}, {'retailer': 'Home Depot', 'price': '$3,599'}, {'retailer': 'Abt.com', 'price': nan}]",3437.0,https://www.thespruce.com/best-refrigerators-4113149,2021-12-27
The 8 Best Refrigerators of 2022,Best French Door: Whirlpool WRF555SDFZ 24.7 cu. ft. French Door Refrigerator with Ice and Water Dispenser,,"[{'retailer': ""Lowe's"", 'price': '$2,299'}, {'retailer': 'Ajmadison.com', 'price': '$2,065'}, {'retailer': 'Best Buy', 'price': nan}]",2182.0,https://www.thespruce.com/best-refrigerators-4113149,2021-12-27
The 8 Best Refrigerators of 2022,Best Side-by-Side: Whirlpool WRS321SDHZ 21 cu. ft. Side-by-Side Refrigerator,,"[{'retailer': ""Lowe's"", 'price': '$1,499'}, {'retailer': 'Home Depot', 'price': '$1,349'}, {'retailer': 'Best Buy', 'price': nan}]",1424.0,https://www.thespruce.com/best-refrigerators-4113149,2021-12-27
The 8 Best Refrigerators of 2022,Best Budget: Maytag MRT118FFFH 18 cu. ft. Top Freezer Refrigerator,,"[{'retailer': ""Lowe's"", 'price': '$779'}, {'retailer': 'Home Depot', 'price': '$701'}, {'retailer': 'Pcrichard.com', 'price': nan}]",740.0,https://www.thespruce.com/best-refrigerators-4113149,2021-12-27
The 8 Best Refrigerators of 2022,Best Compact: Frigidaire FFET1022UV 10.1 cu. ft. Top Freezer Refrigerator,,"[{'retailer': 'Home Depot', 'price': '$629'}, {'retailer': 'Ajmadison.com', 'price': '$663'}]",646.0,https://www.thespruce.com/best-refrigerators-4113149,2021-12-27
The 8 Best Refrigerators of 2022,Best Smart: LG Electronics LFXS26973S 26.2 cu. ft. French Door Smart Refrigerator with Wi-Fi Enabled,,"[{'retailer': ""Lowe's"", 'price': '$2,599'}, {'retailer': 'Home Depot', 'price': '$2,338'}, {'retailer': 'Ajmadison.com', 'price': '$2,340'}]",2425.6666666666665,https://www.thespruce.com/best-refrigerators-4113149,2021-12-27
The 8 Best Refrigerators of 2022,Best Overall: GE GSS25GSHSS 25.3 cu. ft. Side-by-Side Refrigerator with Ice and Water Dispenser,,"[{'retailer': 'Home Depot', 'price': '$1,223'}, {'retailer': 'Ajmadison.com', 'price': '$1,489'}, {'retailer': 'Sears.com', 'price': nan}]",1356.0,https://www.thespruce.com/best-refrigerators-4113149,2021-12-27
The 8 Best Refrigerators of 2022,Best Splurge: Cafe CYE22TP4MW2 22.2 cu. ft. French Door Refrigerator with Hot Water Dispenser,,"[{'retailer': 'Home Depot', 'price': '$3,536'}, {'retailer': 'Ajmadison.com', 'price': '$3,530'}, {'retailer': 'Best Buy', 'price': nan}]",3533.0,https://www.thespruce.com/best-refrigerators-4113149,2021-12-27
The 8 Best Reusable Produce Bags of 2021,Best Overall : EcoRoots Reusable Produce Bags Organic Cotton,,"[{'retailer': 'Amazon', 'price': '$28'}, {'retailer': 'Etsy', 'price': '$22'}]",25.0,https://www.thespruce.com/best-reusable-produce-bags-4797099,2021-12-27
The 8 Best Reusable Produce Bags of 2021,Best Budget: Lucky Treyvon Reusable Mesh Produce Bags,,"[{'retailer': 'Amazon', 'price': nan}]",,https://www.thespruce.com/best-reusable-produce-bags-4797099,2021-12-27
The 8 Best Reusable Produce Bags of 2021,Best Storage Case: Simply Eco Reusable Produce Bag,,"[{'retailer': 'Amazon', 'price': '$11'}, {'retailer': 'Walmart', 'price': '$13'}, {'retailer': 'Etsy', 'price': '$14'}]",12.666666666666666,https://www.thespruce.com/best-reusable-produce-bags-4797099,2021-12-27
The 8 Best Reusable Produce Bags of 2021,Best Organic: All Cotton and Linen Reusable Bulk Bags Muslin,,"[{'retailer': 'Amazon', 'price': nan}]",,https://www.thespruce.com/best-reusable-produce-bags-4797099,2021-12-27
The 8 Best Reusable Produce Bags of 2021,Best Biodegradable: Frusack Knit Trio,,"[{'retailer': 'Frusack.us', 'price': nan}]",,https://www.thespruce.com/best-reusable-produce-bags-4797099,2021-12-27
The 8 Best Reusable Produce Bags of 2021,Best for Leafy Greens: Five Two Organic Cotton Reusable Produce Bags,,"[{'retailer': 'Food52', 'price': '$29'}]",29.0,https://www.thespruce.com/best-reusable-produce-bags-4797099,2021-12-27
The 8 Best Reusable Produce Bags of 2021,Best Washable : Earthwise Reusable Mesh Produce Bags,,"[{'retailer': 'Amazon', 'price': '$13'}, {'retailer': 'Walmart', 'price': '$13'}]",13.0,https://www.thespruce.com/best-reusable-produce-bags-4797099,2021-12-27
The 8 Best Reusable Produce Bags of 2021,Best Color Coded : flip &amp; tumble Reusable Produce Bags,,"[{'retailer': 'Amazon', 'price': nan}, {'retailer': 'Flipandtumble.com', 'price': nan}, {'retailer': 'Sur La Table', 'price': '$9'}]",9.0,https://www.thespruce.com/best-reusable-produce-bags-4797099,2021-12-27
The 8 Best Ride-On Toys of 2021,Best Two-Wheeler: Costzon Ride-On Motorcycle,,"[{'retailer': 'Amazon', 'price': '$80'}, {'retailer': 'Overstock', 'price': nan}]",80.0,https://www.thespruce.com/best-ride-on-toys-4150493,2021-12-27
The 8 Best Ride-On Toys of 2021,Best for Truck Lovers: Peg Perego John Deere Ground Force Tractor with Trailer,,"[{'retailer': 'Amazon', 'price': '$368'}, {'retailer': 'Walmart', 'price': '$276'}, {'retailer': 'Buybuy BABY', 'price': nan}]",322.0,https://www.thespruce.com/best-ride-on-toys-4150493,2021-12-27
The 8 Best Ride-On Toys of 2021,Best Tricycle : Radio Flyer Deluxe Steer and Stroll Trike,,"[{'retailer': 'Amazon', 'price': '$83'}, {'retailer': 'Walmart', 'price': '$90'}, {'retailer': 'Target', 'price': nan}]",86.5,https://www.thespruce.com/best-ride-on-toys-4150493,2021-12-27
The 8 Best Ride-On Toys of 2021,Best for Toddlers: Fisher-Price Harley-Davidson Tough Trike,4.5,"[{'retailer': 'Amazon.ca', 'price': nan}, {'retailer': 'EBay', 'price': '$43'}]",43.0,https://www.thespruce.com/best-ride-on-toys-4150493,2021-12-27
The 8 Best Ride-On Toys of 2021,Best Playset: Step2 Up &amp; Down Roller Coaster Ride On,,"[{'retailer': 'Amazon', 'price': '$220'}, {'retailer': 'Wayfair', 'price': nan}, {'retailer': 'Buybuy BABY', 'price': nan}]",220.0,https://www.thespruce.com/best-ride-on-toys-4150493,2021-12-27
The 8 Best Ride-On Toys of 2021,Best for Babies: Step2 Whisper Ride II,,"[{'retailer': 'Amazon', 'price': '$75'}, {'retailer': 'Wayfair', 'price': '$80'}, {'retailer': 'Walmart', 'price': '$75'}]",76.66666666666667,https://www.thespruce.com/best-ride-on-toys-4150493,2021-12-27
The 8 Best Ride-On Toys of 2021,Best Overall: Little Tikes Cozy Coupe 30th Anniversary Car,,"[{'retailer': 'Amazon', 'price': nan}, {'retailer': 'Wayfair', 'price': nan}, {'retailer': 'Walmart', 'price': '$49'}]",49.0,https://www.thespruce.com/best-ride-on-toys-4150493,2021-12-27
The 8 Best Ride-On Toys of 2021,Best Horse &amp; Carriage: Little Tikes Princess Horse &amp; Carriage,,"[{'retailer': 'Amazon', 'price': '$130'}, {'retailer': 'Littletikes.com', 'price': nan}]",130.0,https://www.thespruce.com/best-ride-on-toys-4150493,2021-12-27
The 8 Best Robot Mops of 2021,Best for Laminate Floors: Samsung Jetmop,,"[{'retailer': ""Lowe's"", 'price': '$229'}, {'retailer': 'Home Depot', 'price': '$198'}, {'retailer': 'Best Buy', 'price': nan}]",213.5,https://www.thespruce.com/best-robot-mops-5182501,2021-12-27
The 8 Best Robot Mops of 2021,Best for Pets: Shark AI Vacmop Pro,,"[{'retailer': 'Amazon', 'price': '$345'}, {'retailer': 'Bed Bath &amp; Beyond', 'price': nan}, {'retailer': 'Best Buy', 'price': nan}]",345.0,https://www.thespruce.com/best-robot-mops-5182501,2021-12-27
The 8 Best Robot Mops of 2021,Best Overall: Roborock S7,,"[{'retailer': 'Amazon', 'price': '$650'}, {'retailer': 'Walmart', 'price': '$650'}]",650.0,https://www.thespruce.com/best-robot-mops-5182501,2021-12-27
The 8 Best Robot Mops of 2021,Best Battery: Ultenic T10,,"[{'retailer': 'Amazon', 'price': '$539'}, {'retailer': 'Ultenic.com', 'price': nan}]",539.0,https://www.thespruce.com/best-robot-mops-5182501,2021-12-27
The 8 Best Robot Mops of 2021,Best Budget: iRobot 240 Brava,,"[{'retailer': 'Amazon', 'price': '$169'}, {'retailer': 'Walmart', 'price': '$169'}, {'retailer': ""Lowe's"", 'price': '$200'}]",179.33333333333334,https://www.thespruce.com/best-robot-mops-5182501,2021-12-27
The 8 Best Robot Mops of 2021,Best Splurge: Ecovacs Deebot T8 AIVI,,"[{'retailer': 'Amazon', 'price': '$750'}, {'retailer': 'Best Buy', 'price': nan}]",750.0,https://www.thespruce.com/best-robot-mops-5182501,2021-12-27
The 8 Best Robot Mops of 2021,Best for Hardwood Floors: Bissell SpinWave Wet and Dry,,"[{'retailer': 'Amazon', 'price': '$299'}, {'retailer': 'Walmart', 'price': '$299'}, {'retailer': 'Kohls.com', 'price': '$440'}]",346.0,https://www.thespruce.com/best-robot-mops-5182501,2021-12-27
The 8 Best Robot Mops of 2021,Best Low-Tech: Yeedi K700,,"[{'retailer': 'Amazon', 'price': nan}, {'retailer': 'Walmart', 'price': '$563'}]",563.0,https://www.thespruce.com/best-robot-mops-5182501,2021-12-27
The 8 Best Robotic Vacuums in 2021,Best Overall: eufy BoostIQ RoboVac 30C MAX,4.0,"[{'retailer': 'Amazon', 'price': '$180'}, {'retailer': 'Walmart', 'price': '$170'}]",175.0,https://www.thespruce.com/best-robotic-vacuums-4066049,2021-12-27
The 8 Best Robotic Vacuums in 2021,Best Vacuum-Mop Combo: Roborock S5 MAX Robot Vacuum and Mop,,"[{'retailer': 'Amazon', 'price': '$550'}, {'retailer': 'Wayfair', 'price': '$692'}, {'retailer': 'Walmart', 'price': '$380'}]",540.6666666666666,https://www.thespruce.com/best-robotic-vacuums-4066049,2021-12-27
The 8 Best Robotic Vacuums in 2021,Best Quiet Operation: Roborock E4 Robot Vacuum Cleaner,,"[{'retailer': 'Amazon', 'price': '$180'}]",180.0,https://www.thespruce.com/best-robotic-vacuums-4066049,2021-12-27
The 8 Best Robotic Vacuums in 2021,Best Budget: Coredy Robot Vacuum Cleaner,3.3,"[{'retailer': 'Amazon', 'price': '$159'}]",159.0,https://www.thespruce.com/best-robotic-vacuums-4066049,2021-12-27
The 8 Best Robotic Vacuums in 2021,Best for Carpet: iRobot Roomba 614 Robot Vacuum,,"[{'retailer': 'Amazon', 'price': '$449'}, {'retailer': 'Wayfair', 'price': '$250'}, {'retailer': 'Irobot.com', 'price': nan}]",349.5,https://www.thespruce.com/best-robotic-vacuums-4066049,2021-12-27
The 8 Best Robotic Vacuums in 2021,Best Splurge: iRobot Roomba s9+ 9550 Wi-Fi Connected Robot Vacuum,4.0,"[{'retailer': 'Bed Bath &amp; Beyond', 'price': nan}, {'retailer': 'Home Depot', 'price': '$899'}, {'retailer': 'Best Buy', 'price': nan}]",899.0,https://www.thespruce.com/best-robotic-vacuums-4066049,2021-12-27
The 8 Best Robotic Vacuums in 2021,Best for Pet Hair: iRobot Roomba i7+ Robot Vacuum,,"[{'retailer': 'Amazon', 'price': '$710'}, {'retailer': 'Wayfair', 'price': '$749'}, {'retailer': 'Bed Bath &amp; Beyond', 'price': nan}]",729.5,https://www.thespruce.com/best-robotic-vacuums-4066049,2021-12-27
The 8 Best Robotic Vacuums in 2021,Best Smart: iRobot Roomba 675,,"[{'retailer': 'Amazon', 'price': '$268'}, {'retailer': 'Home Depot', 'price': '$275'}]",271.5,https://www.thespruce.com/best-robotic-vacuums-4066049,2021-12-27
The 8 Best Rocking Chairs of 2021,Best Folding: Cinthia Rocking Chair,,"[{'retailer': 'Wayfair', 'price': '$163'}]",163.0,https://www.thespruce.com/best-rocking-chairs-4687081,2021-12-27
The 8 Best Rocking Chairs of 2021,Best Splurge: CB2 Saic Quantam Rocking Chair,,"[{'retailer': 'CB2', 'price': '$799'}]",799.0,https://www.thespruce.com/best-rocking-chairs-4687081,2021-12-27
The 8 Best Rocking Chairs of 2021,Best for Nursery: Pottery Barn Kids Minna Small Spaces Rocker &amp; Ottoman,,"[{'retailer': 'Potterybarnkids.com', 'price': nan}]",,https://www.thespruce.com/best-rocking-chairs-4687081,2021-12-27
The 8 Best Rocking Chairs of 2021,Best Glider: Baby Relax Mikayla Swivel Gliding Recliner,4.8,"[{'retailer': 'Amazon', 'price': '$383'}, {'retailer': 'Walmart', 'price': '$360'}]",371.5,https://www.thespruce.com/best-rocking-chairs-4687081,2021-12-27
The 8 Best Rocking Chairs of 2021,Best Wooden: Gracie Oaks Rajesh Rocking Chair,,"[{'retailer': 'Wayfair', 'price': '$190'}]",190.0,https://www.thespruce.com/best-rocking-chairs-4687081,2021-12-27
The 8 Best Rocking Chairs of 2021,Best Outdoor: Arcadia Grey Wood Outdoor Rocking Chair,,"[{'retailer': 'Home Depot', 'price': '$162'}]",162.0,https://www.thespruce.com/best-rocking-chairs-4687081,2021-12-27
The 8 Best Rocking Chairs of 2021,Best Overall: Soto Rocking Chair,,"[{'retailer': 'Joybird.com', 'price': '$930'}]",930.0,https://www.thespruce.com/best-rocking-chairs-4687081,2021-12-27
The 8 Best Rocking Chairs of 2021,Best Budget: Brayden Studio Saulsberry Fabric Rocking Chair,,"[{'retailer': 'Wayfair', 'price': '$247'}]",247.0,https://www.thespruce.com/best-rocking-chairs-4687081,2021-12-27
The 8 Best Room Dividers of 2021,Best Budget: Bayou Breeze Cecilia Rattan Folding Room Divider,,"[{'retailer': 'Wayfair', 'price': '$111'}]",111.0,https://www.thespruce.com/best-room-dividers-4799997,2021-12-27
The 8 Best Room Dividers of 2021,Best Traditional: Ore International 3-Panel Room Divider,,"[{'retailer': 'Walmart', 'price': '$145'}, {'retailer': 'Home Depot', 'price': nan}]",145.0,https://www.thespruce.com/best-room-dividers-4799997,2021-12-27
The 8 Best Room Dividers of 2021,Best Floor-to-Ceiling: Bay Isle Home Lapierre Room Divider,,"[{'retailer': 'Wayfair', 'price': nan}]",,https://www.thespruce.com/best-room-dividers-4799997,2021-12-27
The 8 Best Room Dividers of 2021,Best Bohemian: Urban Outfitters Amber Carved Wood Room Divider Screen,,"[{'retailer': 'Urban Outfitters', 'price': '$299'}]",299.0,https://www.thespruce.com/best-room-dividers-4799997,2021-12-27
The 8 Best Room Dividers of 2021,Best Modern: West Elm Ida Screen,,"[{'retailer': 'West Elm', 'price': '$270'}]",270.0,https://www.thespruce.com/best-room-dividers-4799997,2021-12-27
The 8 Best Room Dividers of 2021,Best Rustic: Laurel Foundry Bowersville 3-Panel Room Divider,,"[{'retailer': 'Wayfair', 'price': '$144'}]",144.0,https://www.thespruce.com/best-room-dividers-4799997,2021-12-27
The 8 Best Room Dividers of 2021,Best Bookcase: IKEA KALLAX Shelf Unit,,"[{'retailer': 'Ikea', 'price': '$119'}]",119.0,https://www.thespruce.com/best-room-dividers-4799997,2021-12-27
The 8 Best Room Dividers of 2021,Best Overall: Esright Bamboo Room Divider,,"[{'retailer': 'Amazon', 'price': nan}]",,https://www.thespruce.com/best-room-dividers-4799997,2021-12-27
The 8 Best Roombas of 2021,Best for Smart Homes: iRobot Roomba i7,,"[{'retailer': 'Amazon', 'price': '$399'}, {'retailer': 'Wayfair', 'price': '$549'}, {'retailer': 'Bed Bath &amp; Beyond', 'price': nan}]",474.0,https://www.thespruce.com/best-roombas-4693405,2021-12-27
The 8 Best Roombas of 2021,Best for Hardwood Floors: iRobot Roomba i3+,,"[{'retailer': 'Amazon', 'price': '$499'}, {'retailer': 'Home Depot', 'price': '$600'}]",549.5,https://www.thespruce.com/best-roombas-4693405,2021-12-27
The 8 Best Roombas of 2021,Best Overall: iRobot Roomba s9,,"[{'retailer': 'Amazon', 'price': '$1,300'}, {'retailer': 'Walmart', 'price': '$1,300'}]",1300.0,https://www.thespruce.com/best-roombas-4693405,2021-12-27
The 8 Best Roombas of 2021,Best Budget: iRobot Roomba 675,,"[{'retailer': 'Amazon', 'price': '$268'}, {'retailer': 'Home Depot', 'price': '$275'}]",271.5,https://www.thespruce.com/best-roombas-4693405,2021-12-27
The 8 Best Roombas of 2021,Best Mid-Range: iRobot Roomba e5,,"[{'retailer': 'Amazon', 'price': '$319'}, {'retailer': 'Wayfair', 'price': '$350'}, {'retailer': 'Bed Bath &amp; Beyond', 'price': nan}]",334.5,https://www.thespruce.com/best-roombas-4693405,2021-12-27
The 8 Best Roombas of 2021,Best Splurge: iRobot Roomba s9+ 9550 Wi-Fi Connected Robot Vacuum,4.0,"[{'retailer': 'Bed Bath &amp; Beyond', 'price': nan}, {'retailer': 'Home Depot', 'price': '$899'}, {'retailer': 'Best Buy', 'price': nan}]",899.0,https://www.thespruce.com/best-roombas-4693405,2021-12-27
The 8 Best Roombas of 2021,Best for Allergies: iRobot Roomba i6+,,"[{'retailer': 'Amazon', 'price': '$800'}]",800.0,https://www.thespruce.com/best-roombas-4693405,2021-12-27
The 8 Best Roombas of 2021,Best for Carpet: iRobot Roomba 614 Robot Vacuum,,"[{'retailer': 'Amazon', 'price': '$449'}, {'retailer': 'Wayfair', 'price': '$250'}, {'retailer': 'Irobot.com', 'price': nan}]",349.5,https://www.thespruce.com/best-roombas-4693405,2021-12-27
The 8 Best Rotary Tools of 2022,Best Overall: Dremel 3000 Variable-Speed Rotary Tool with Flex Shaft,,"[{'retailer': 'Amazon', 'price': '$49'}, {'retailer': 'Home Depot', 'price': '$59'}]",54.0,https://www.thespruce.com/best-rotary-tools-4175149,2021-12-27
The 8 Best Rotary Tools of 2022,Best Budget: WEN 2305 Rotary Tool Kit with Flex Shaft,,"[{'retailer': 'Amazon', 'price': '$23'}, {'retailer': 'Home Depot', 'price': '$23'}]",23.0,https://www.thespruce.com/best-rotary-tools-4175149,2021-12-27
The 8 Best Rotary Tools of 2022,Best Lightweight: TACKLIFE PCG01B Cordless Rotary Tool,,"[{'retailer': 'Walmart', 'price': '$18'}, {'retailer': 'Tacklifetools.com', 'price': nan}]",18.0,https://www.thespruce.com/best-rotary-tools-4175149,2021-12-27
The 8 Best Rotary Tools of 2022,Best for Household Tasks: Dremel Lite 7760-N/10 Rotary Tool,,"[{'retailer': 'Amazon', 'price': '$43'}, {'retailer': 'Walmart', 'price': '$43'}, {'retailer': ""Lowe's"", 'price': '$39'}]",41.66666666666666,https://www.thespruce.com/best-rotary-tools-4175149,2021-12-27
The 8 Best Rotary Tools of 2022,Best Set: TACKLIFE RTD35ACL Variable-Speed Rotary Tool Kit,,"[{'retailer': 'Walmart', 'price': '$30'}, {'retailer': 'Tacklifetools.com', 'price': nan}]",30.0,https://www.thespruce.com/best-rotary-tools-4175149,2021-12-27
The 8 Best Rotary Tools of 2022,Best for Crafting: Hi-Spec Variable-Speed Rotary Tool Kit,,"[{'retailer': 'Amazon', 'price': '$32'}]",32.0,https://www.thespruce.com/best-rotary-tools-4175149,2021-12-27
The 8 Best Rotary Tools of 2022,Best Cordless: Milwaukee 2460-20 M12 12-Volt Rotary Tool,,"[{'retailer': 'Amazon', 'price': '$82'}, {'retailer': 'Home Depot', 'price': '$79'}, {'retailer': 'Toolup.com', 'price': nan}]",80.5,https://www.thespruce.com/best-rotary-tools-4175149,2021-12-27
The 8 Best Rotary Tools of 2022,Best for Cutting: DEWALT DW660 5-Amp Rotary Tool,,"[{'retailer': 'Amazon', 'price': '$60'}, {'retailer': 'Home Depot', 'price': '$60'}, {'retailer': 'Acetool.com', 'price': nan}]",60.0,https://www.thespruce.com/best-rotary-tools-4175149,2021-12-27
The 8 Best Rug Pads of 2021,Best Overall: Mohawk Ultra Premium Rug Pad,,"[{'retailer': 'Amazon', 'price': '$24'}, {'retailer': 'Walmart', 'price': '$41'}, {'retailer': 'Overstock', 'price': '$26'}]",30.33333333333333,https://www.thespruce.com/best-rug-pads-4164853,2021-12-27
The 8 Best Rug Pads of 2021,Best Budget: Gorilla Grip Original Extra Strong Rug Pad Gripper,,"[{'retailer': 'Amazon', 'price': '$17'}, {'retailer': 'Walmart', 'price': '$13'}]",15.0,https://www.thespruce.com/best-rug-pads-4164853,2021-12-27
The 8 Best Rug Pads of 2021,Best Memory Foam: Carpenter Visco-Elastic Memory Foam Rug Pad with Spillguard DuPont Barrier,,"[{'retailer': 'Amazon', 'price': '$170'}, {'retailer': 'Walmart', 'price': '$214'}]",192.0,https://www.thespruce.com/best-rug-pads-4164853,2021-12-27
The 8 Best Rug Pads of 2021,Best for Hardwood Floors: Wayfair Basics Premium Non-Slip Dual Surface Rug Pad,,"[{'retailer': 'Wayfair', 'price': '$47'}]",47.0,https://www.thespruce.com/best-rug-pads-4164853,2021-12-27
The 8 Best Rug Pads of 2021,Best for Laminate Floors: Symple Stuff Downes Comfort Non-Bunching Cushioning Rug Pad,,"[{'retailer': 'Wayfair', 'price': '$53'}]",53.0,https://www.thespruce.com/best-rug-pads-4164853,2021-12-27
The 8 Best Rug Pads of 2021,Best for Soundproofing: Sonic Acoustics Non Slip Soundproof Rug Pad,,"[{'retailer': 'Amazon', 'price': '$30'}]",30.0,https://www.thespruce.com/best-rug-pads-4164853,2021-12-27
The 8 Best Rug Pads of 2021,Best for Tile Floors: Rug Pad USA Eco Plush Non-Bunching Rug Pad,,"[{'retailer': 'Amazon', 'price': '$195'}, {'retailer': 'Wayfair', 'price': '$117'}]",156.0,https://www.thespruce.com/best-rug-pads-4164853,2021-12-27
The 8 Best Rug Pads of 2021,Best for Thin Rugs: Durahold Plus Non-Skid Rug Pad,,"[{'retailer': 'Amazon', 'price': '$124'}]",124.0,https://www.thespruce.com/best-rug-pads-4164853,2021-12-27
The 8 Best Sandboxes of 2021,Best for Toddlers: Starplay Hippo Pool/Sandpit with Cover,,"[{'retailer': 'Wayfair', 'price': '$67'}, {'retailer': 'Walmart', 'price': '$49'}]",58.0,https://www.thespruce.com/best-sandboxes-4589115,2021-12-27
The 8 Best Sandboxes of 2021,Best Overall: Gorilla Playsets Square Interlocking Sandbox with Cover and Umbrella,,"[{'retailer': 'Wayfair', 'price': '$165'}, {'retailer': 'Home Depot', 'price': '$165'}]",165.0,https://www.thespruce.com/best-sandboxes-4589115,2021-12-27
The 8 Best Sandboxes of 2021,Best with Canopy: KidKraft Activity Sandbox with Canopy,,"[{'retailer': 'Amazon', 'price': '$188'}, {'retailer': 'Walmart', 'price': '$188'}, {'retailer': 'Kidkraft.com', 'price': nan}]",188.0,https://www.thespruce.com/best-sandboxes-4589115,2021-12-27
The 8 Best Sandboxes of 2021,Best Splurge: Cabin Field Sandbox Boat Amish Playset,,"[{'retailer': 'Cabinfield.com', 'price': nan}]",,https://www.thespruce.com/best-sandboxes-4589115,2021-12-27
The 8 Best Sandboxes of 2021,Best with Water: Crate &amp; Kids Sand and Water Table,,"[{'retailer': 'Crate &amp; Barrel', 'price': '$399'}]",399.0,https://www.thespruce.com/best-sandboxes-4589115,2021-12-27
The 8 Best Sandboxes of 2021,Best Elevated: ChildBrite See-All Sand and Water Activity Center,,"[{'retailer': 'Childbrite.com', 'price': nan}, {'retailer': 'Target', 'price': nan}]",,https://www.thespruce.com/best-sandboxes-4589115,2021-12-27
The 8 Best Sandboxes of 2021,Best Budget: Homeware Red Hemlock Sandbox with Canopy,,"[{'retailer': 'Amazon', 'price': '$119'}, {'retailer': 'Bed Bath &amp; Beyond', 'price': nan}, {'retailer': 'Kohls.com', 'price': '$95'}]",107.0,https://www.thespruce.com/best-sandboxes-4589115,2021-12-27
The 8 Best Sandboxes of 2021,Best with Cover: Best Choice Products Wooden Outdoor Sandbox with Foldable Bench Seats,,"[{'retailer': 'Amazon', 'price': '$120'}, {'retailer': 'Bestchoiceproducts.com', 'price': nan}]",120.0,https://www.thespruce.com/best-sandboxes-4589115,2021-12-27
The 8 Best Scented Candles of 2021,Best Overall: Nest Fragrances New York Grapefruit Candle,,"[{'retailer': 'Sephora', 'price': '$17'}, {'retailer': 'Ulta', 'price': '$44'}]",30.5,https://www.thespruce.com/best-scented-candles-4157905,2021-12-27
The 8 Best Scented Candles of 2021,Best Budget: Mrs. Meyer's Clean Day Scented Soy Aromatherapy Candle,,"[{'retailer': 'Amazon', 'price': '$20'}, {'retailer': 'Walmart', 'price': '$13'}, {'retailer': 'Home Depot', 'price': nan}]",16.5,https://www.thespruce.com/best-scented-candles-4157905,2021-12-27
The 8 Best Scented Candles of 2021,Best Splurge: Diptyque Baies Candle,,"[{'retailer': 'Amazon', 'price': '$70'}, {'retailer': 'Bloomingdales', 'price': '$68'}, {'retailer': 'Diptyqueparis.com', 'price': nan}]",69.0,https://www.thespruce.com/best-scented-candles-4157905,2021-12-27
The 8 Best Scented Candles of 2021,Best Gift: Homesick Candles,,"[{'retailer': 'Amazon', 'price': '$34'}, {'retailer': 'Homesick.com', 'price': nan}, {'retailer': 'Uncommon Goods', 'price': '$34'}]",34.0,https://www.thespruce.com/best-scented-candles-4157905,2021-12-27
The 8 Best Scented Candles of 2021,Best for Kitchen: Voluspa Goji Tarocco Orange Large Embossed Glass Jar Candle,,"[{'retailer': 'Amazon', 'price': '$35'}, {'retailer': 'Bloomingdales', 'price': '$30'}]",32.5,https://www.thespruce.com/best-scented-candles-4157905,2021-12-27
The 8 Best Scented Candles of 2021,Best for Bathroom: The Black Home Aphrodite Soy + Coconut Candle,,"[{'retailer': 'Theblackhome.com', 'price': nan}]",,https://www.thespruce.com/best-scented-candles-4157905,2021-12-27
The 8 Best Scented Candles of 2021,Best for Fall: Bath &amp; Body Works Autumn Single Wick Candle,,"[{'retailer': 'Bathandbodyworks.com', 'price': nan}]",,https://www.thespruce.com/best-scented-candles-4157905,2021-12-27
The 8 Best Scented Candles of 2021,Best Aromatherapy: Otherland Canopy Candle,,"[{'retailer': 'Otherland.com', 'price': nan}]",,https://www.thespruce.com/best-scented-candles-4157905,2021-12-27
The 8 Best Screwdriver Sets of 2021,Best Budget: Vickay 6-Piece Magnetic Screwdriver Set,,"[{'retailer': 'Amazon', 'price': '$24'}]",24.0,https://www.thespruce.com/best-screwdriver-sets-4684662,2021-12-27
The 8 Best Screwdriver Sets of 2021,Best Overall: Craftsman 17-Piece Screwdriver Set,,"[{'retailer': 'Amazon', 'price': '$66'}, {'retailer': 'Walmart', 'price': '$101'}]",83.5,https://www.thespruce.com/best-screwdriver-sets-4684662,2021-12-27
The 8 Best Screwdriver Sets of 2021,Best Multi-Bit: Klein Tools 11-in-1 Screwdriver and Nut Driver,,"[{'retailer': 'Amazon', 'price': '$15'}, {'retailer': 'Home Depot', 'price': '$15'}]",15.0,https://www.thespruce.com/best-screwdriver-sets-4684662,2021-12-27
